,control,trial,covariance,p_value,sig_bins,total_bins,shuffled_ran,calculated_grid_spacing,grid_score,field_size,hd_score
184,False,2.0,30.0,,,,False,51.25570244557133,1.047890311301138,5.3025115238676035,0.0726869608277988
185,False,6.0,110.0,0.00011447950895610617,45.0,100.0,True,50.8970702404518,1.0626535220978848,5.626976975981913,0.1567623207998343
186,False,16.0,90.0,9.425289716286595e-05,38.0,140.0,True,54.28413852993408,0.9204682925644967,6.346272173317913,0.022996891017849866
187,False,5.0,25.0,0.08357287701541317,6.0,20.0,True,52.582099466142616,1.0516626449991802,5.3025115238676035,0.13946883406846067
188,False,18.0,70.0,0.0004276555019680641,27.0,120.0,True,51.901789291303274,0.9523171499036919,5.8908832442597845,0.10958592459248141
189,False,18.0,15.0,0.08357287701541317,6.0,20.0,True,51.86638935672552,1.0098742245590029,4.853573446116123,0.17888227989811342
190,False,19.0,125.0,0.0027175589195451984,17.0,60.0,True,49.96232046713214,0.6911097351681948,5.9762628149976855,0.04181567247573951
191,False,5.0,75.0,0.00010854035667974223,36.0,100.0,True,53.43110703635919,1.0662620937237524,5.847726009252572,0.11766021889662337
192,False,15.0,140.0,0.014378938734372038,17.0,40.0,True,61.492191370077066,0.5489738004741916,6.425603655241478,0.031606457070152624
193,False,14.0,115.0,2.3573967587094736e-05,56.0,120.0,True,52.383518004310744,1.153206036508327,5.397206712473788,0.03988660133897713
194,False,2.0,10.0,0.08357287701541317,7.0,20.0,True,51.805164826722994,1.0165147042790292,4.694396387418564,0.13548590341774533
195,False,0.0,30.0,,,,False,53.32545232128284,1.164536357001566,5.157209585242165,0.18816775300645203
196,False,8.0,110.0,2.2346981053038265e-05,46.0,120.0,True,52.48225525215247,1.1008568010868656,5.254524007228157,0.04641982373587536
197,False,7.0,55.0,0.0027175589195451984,31.0,60.0,True,52.27221850272167,1.1999017940681027,5.443936646892927,0.264171232614095
198,False,1.0,105.0,0.0004484454765822396,37.0,120.0,True,50.322017200495566,0.9983069151864399,5.760441618735983,0.0763557131997547
199,False,4.0,35.0,0.08357287701541317,3.0,20.0,True,50.33726949797577,0.8073293685038121,5.760441618735983,0.04434278661884088
200,False,5.0,145.0,0.014378938734372038,18.0,40.0,True,56.53852289889148,0.6301114736649676,7.099809072226031,0.11973093305387308
201,False,8.0,95.0,2.2346981053038265e-05,46.0,120.0,True,52.34834791153888,1.1194893627889115,5.3025115238676035,0.051828343664944924
202,False,0.0,130.0,0.08357287701541317,11.0,20.0,True,54.34828630439564,1.0474346067054912,6.143463266494789,0.1030393854051
203,False,19.0,40.0,,,,False,50.00279904153432,1.0854731264880373,5.350068633107469,0.05826151744141608
204,False,12.0,145.0,0.015307801319611411,3.0,40.0,True,50.97205540985935,0.9364668196493873,6.225379726827448,0.08011520388666012
205,False,19.0,105.0,0.00010854035667974223,35.0,100.0,True,49.87585846322793,0.8916032420570237,5.716299653154471,0.03961098282861477
206,False,5.0,45.0,0.08357287701541317,7.0,20.0,True,52.93390465002493,1.0714243470147993,5.536213331493574,0.12993939423520057
207,False,8.0,65.0,2.2335258194775122e-05,31.0,120.0,True,52.152173893809355,1.144744067980112,5.254524007228157,0.07032980836149555
208,False,4.0,30.0,0.08357287701541317,3.0,20.0,True,50.35435177982048,0.8174377622553818,5.536213331493574,0.055003072119457694
209,False,16.0,135.0,0.015282018412087333,8.0,40.0,True,55.04127884146415,0.7602647895869921,7.135397310611003,0.02680408116787672
210,False,9.0,30.0,0.08357287701541317,4.0,20.0,True,52.510601571765186,1.1796437650222305,5.254524007228157,0.13817249658445946
211,False,12.0,30.0,0.08357287701541317,2.0,20.0,True,51.14378073469324,1.1299832818716316,5.397206712473788,0.10246497803925331
212,False,3.0,5.0,,,,False,52.073752359346706,0.8431704361330583,4.585209439685944,0.27457922605528345
213,False,7.0,70.0,2.2335258194775122e-05,52.0,120.0,True,52.712767382314695,1.198023761363543,5.490268858042882,0.2575909476470356
214,False,10.0,25.0,0.015230567271449825,6.0,40.0,True,51.80076478857228,1.2226777593703857,5.007693376343903,0.06303643949094663
215,False,7.0,95.0,4.650663710441662e-06,63.0,140.0,True,52.74887740691605,1.1353383545573266,5.581779641836362,0.23781704785417637
216,False,1.0,70.0,0.0004486441505629272,30.0,120.0,True,50.81631990756058,1.1019785433564313,5.443936646892927,0.08207582707621376
217,False,7.0,80.0,4.650663710441662e-06,57.0,140.0,True,52.63760521622192,1.1456679172189426,5.536213331493574,0.2508060804067259
